id,caption,media_type,media_url,timestamp,permalink,like_count,comments_count
17875501721775865,Butunleme sinavlari icin son tekrarlar yapiliyor @burakrhn.28 @hamit_.korkmaz03 @serhatpamuk8 ...,VIDEO,https://instagram.fdiy5-2.fna.fbcdn.net/o1/v/t2/f2/m82/...,2023-01-30T17:54:04+0000,https://www.instagram.com/reel/CoDF5_CDVVt/,76,4
18232408843087222,Bunun gibi paylasimlar icin sayfamizi takip etmeyi unutmayin ...,VIDEO,https://instagram.fdiy1-1.fna.fbcdn.net/o1/v/t2/f2/m82/...,2023-01-26T10:12:17+0000,https://www.instagram.com/reel/Cn391AFjNWX/,46,0
17859197399848963,Dart Programlama Dili hakkinda bilgiler. Umarim begenirsiniz ...,CAROUSEL_ALBUM,https://scontent.cdninstagram.com/v/t51.29350-15/320216921_...,2022-12-14T11:07:34+0000,https://www.instagram.com/p/CmJWbRRqpeX/,23,0
18217757203162511,Belge hazirlamak tam bir iskence Bunun gibi paylasimlar icin sayfamizi takip etmeyi unutmayin ...,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/313208847_...,2022-10-31T08:26:13+0000,https://www.instagram.com/p/CkXw-5rNbvn/,59,2
